-0.28687820,0.02540098,-0.04728090,-0.25017685,-0.01162170,-0.02603005,-0.03874364,-0.20464642,0.11455919,-0.16849510,0.18345341,-0.07817472,-0.03557381,0.02295084,-0.14325991,0.12502992,-0.10533132,0.32021087,-0.00448480,-0.11321548,0.16273940,-0.17435101,0.23570061,0.05015925,-0.16454254,-0.15699758,-0.17245214,0.05970675,0.07916041,0.02069006,-0.08191483,0.09018771,0.27296016,-0.05384459,0.14341247,0.04237502,-0.11715058,0.02573989,-0.00929826,0.00176783,-0.00044460,0.07895774,0.01973405,-0.22823559,0.03678891,0.08259505,-0.01457687,0.06569852,-0.11596797,-0.02984463,0.34839216,-0.16416909,-0.02762213,-0.28765917,0.06224966,-0.10183702,-0.10431140,0.03438895,0.02551801,-0.29511264,-0.00984466,0.15186830,0.03842876,-0.29145241,0.06775143,0.02256571,-0.00925126,-0.12868905,0.22541776,0.00829452,-0.00945453,0.16575783,-0.14586124,0.09272067,-0.19242346,0.05486715,0.10329740,-0.01205531,0.01286498,0.00348490,-0.01833792,0.00633449,0.07697780,-0.05864060,0.04642842,-0.05866078,-0.27750304,-0.06719910,-0.13077547,0.17171344,-0.09717866,-0.06311990,-0.04859577,-0.15360877
-0.11819676,0.01580671,-0.05852892,-0.18577302,-0.19104126,-0.06046542,-0.00654667,-0.25502917,0.00199574,-0.07036302,0.01970243,-0.09642597,-0.03949455,0.01558078,-0.15385346,0.14873461,-0.01128059,-0.01529850,-0.02005304,-0.05287960,0.04136501,-0.05071713,0.01669980,-0.02303285,0.03216033,0.04781180,-0.02499369,0.13444214,0.02926913,-0.08722588,-0.00611469,0.05182968,0.03650846,-0.04426869,0.04569675,0.08653329,0.01513215,-0.13331816,-0.10672176,0.03605518,-0.09855009,-0.03227856,-0.09424165,0.01346990,0.02390715,-0.03210044,0.06409720,-0.03677363,-0.00210773,-0.02062520,-0.01491312,-0.06350161,0.03450857,-0.25201970,0.07784055,-0.07762441,-0.09948508,-0.04757289,-0.00022632,-0.01576455,-0.17510347,-0.04359734,-0.11358003,-0.00519569,-0.06454773,0.02921337,-0.11713342,0.01783515,-0.07682717,-0.09245440,-0.22371696,0.13498896,0.06036850,0.13718116,0.02621385,-0.10209385,0.00533724,-0.11572879,0.08427734,0.11043575,-0.13638529,0.04441834,0.13468987,-0.11808687,0.17382026,-0.05516259,0.08386165,-0.03086580,-0.19304210,0.06472716,-0.10764898,0.07171697,-0.11362876,-0.14670165
-0.09852397,0.00714115,-0.02966007,-0.15545334,-0.16698304,-0.03188097,0.14710239,-0.22612387,-0.05323814,0.07878603,0.04135713,0.03306658,-0.00989661,-0.24924162,-0.15249188,-0.07579301,-0.02684433,-0.01190436,-0.05456405,-0.17028816,0.10070459,0.02781152,-0.03830791,-0.06738213,0.17918277,0.00407725,0.14500687,0.11660047,-0.08876683,-0.02647384,-0.02329301,0.19913255,0.04080462,-0.16704629,-0.17163223,-0.06068418,0.05277233,-0.01318770,-0.15385748,0.20539515,-0.15091953,0.01925439,-0.17267448,-0.02250472,-0.12802471,-0.11354032,0.16592534,0.02222142,0.19449089,0.03838079,-0.09447356,-0.02743298,-0.03099326,-0.18536782,0.11135291,-0.22873735,0.06016735,0.02883817,-0.00369482,0.11548415,0.10126343,-0.18251814,0.08828342,-0.08681640,0.05591074,-0.14316937,0.02055582,0.02145088,-0.06768369,0.04429644,-0.06956556,0.12011182,-0.01463028,0.17104328,-0.10261712,-0.16249777,0.17461829,0.14171414,-0.15875933,-0.00600910,-0.17832455,-0.02960592,-0.00145882,-0.18930627,0.07986286,-0.09479491,0.08470577,-0.11623052,-0.17598043,0.20904206,-0.14550193,0.02368179,-0.08122094,0.29365718
-0.19651313,0.04989824,0.13004781,-0.13087556,-0.17880274,-0.06240509,0.12057740,-0.04264151,0.10369173,0.00330779,0.09881774,0.04375309,0.04639235,-0.07380903,-0.02622100,-0.12698138,0.14559782,0.07615077,-0.16407289,0.14627466,0.02189962,0.13071010,-0.02346798,-0.02814754,0.30130970,0.05272465,-0.08768515,-0.03265895,0.02385441,0.03094069,0.00097508,0.15027043,0.19498889,-0.00031068,0.04521348,0.02136157,0.02772317,-0.02335849,-0.03697768,0.14643800,0.02667699,0.00536857,0.09751871,-0.17475021,-0.07458452,0.03085856,0.13244100,0.06510206,0.13876484,-0.11888692,0.04106867,-0.13470381,0.12138237,-0.28070238,0.00123937,-0.11338778,0.14207190,0.03419724,-0.05540806,-0.26098564,-0.29630563,0.10078018,0.11161844,-0.38603538,0.03955672,-0.00497868,0.01609606,0.01810993,0.21561213,-0.26031306,-0.08817849,0.05509558,0.15187702,-0.01085184,-0.21462385,-0.11840636,0.19525935,0.00841030,-0.03927629,-0.07229563,-0.13580182,-0.01348087,0.15366070,-0.04717591,-0.11442215,-0.03225307,0.10265631,-0.06914578,-0.02097146,-0.00530082,0.01124608,0.43893972,-0.00682051,0.27895042
0.14349012,-0.13948023,-0.07904170,0.08736694,0.02035684,0.13531360,-0.09188642,0.00632552,-0.15970168,0.00298267,-0.20077161,-0.05689013,0.01430542,-0.09622364,-0.04555522,0.11673513,-0.03096353,-0.07329134,-0.11362185,-0.13488092,0.02038674,0.02090553,-0.14494334,0.08505822,0.11972972,-0.02367312,-0.00771102,0.01438237,-0.06316389,-0.08535262,0.02766841,-0.01614535,-0.07443193,-0.08445388,-0.00801006,0.00625070,0.03503798,0.02583813,-0.12731130,0.07973711,-0.13703573,-0.13415854,-0.05754914,0.01867880,-0.10479923,-0.01980628,-0.00252047,0.10526314,-0.07148735,0.13892137,-0.03731757,0.04828375,0.04801589,0.02464495,0.16561660,-0.10474934,-0.02954226,-0.05653457,-0.12378971,-0.13173755,0.11974394,0.00669918,-0.11240410,-0.03443783,0.05569867,-0.04410044,-0.09334434,0.11826774,-0.16077350,0.01113140,-0.00636728,0.17584053,0.01340214,0.02493595,0.06543455,-0.13250463,0.09947328,-0.09430315,-0.14916898,0.00809579,-0.08303899,0.03720765,0.00212440,-0.03360830,0.11592206,-0.11274125,0.04890874,0.01806532,-0.09477898,0.07996969,-0.17163754,-0.05996652,-0.17115279,-0.16967018
-0.04719274,-0.11054464,-0.06890410,-0.14663206,-0.05339974,0.18402632,-0.08866347,-0.14142326,-0.11374427,0.16291925,0.04496986,-0.05332156,0.06186574,-0.09144464,-0.01128867,-0.05837162,-0.00825063,-0.11503401,-0.13935904,-0.19257548,0.11386047,0.05844834,-0.06549239,0.00027400,0.02819220,0.05244913,-0.01437361,0.10406856,-0.22412308,-0.00016463,0.10234880,0.12047637,0.17801674,-0.00927535,-0.17401166,0.02181713,0.12909177,-0.06827182,-0.04186577,0.06598986,-0.16477901,-0.02267790,-0.08046915,0.02130429,0.03466759,-0.18525238,0.08846238,0.18664278,0.14070848,-0.02933478,0.16666669,-0.11725947,0.13103662,-0.12129775,0.06501561,-0.11000373,-0.15370581,-0.10496521,-0.16277093,-0.07204385,-0.00103250,0.00221786,-0.08728746,-0.13547282,0.19393863,-0.24445896,-0.09758383,0.10241582,0.04446100,0.00931125,-0.21746925,0.12035994,0.04086872,0.09527306,-0.12229146,0.03163827,-0.13194290,-0.09067429,-0.03330778,0.03602415,-0.16941920,0.00878423,0.10165364,-0.04399252,0.05068327,-0.14180486,-0.00936376,0.03286037,-0.15379883,0.23199910,-0.14326043,-0.11182090,-0.19105610,0.18324067
-0.02312175,-0.03459875,0.35907054,0.07085282,0.25322816,-0.24413539,-0.27806851,0.33052114,-0.12177922,-0.15584123,-0.07730091,0.30770883,0.02164700,0.16180487,0.14768407,0.53865016,0.00036049,0.50139213,0.32016918,-0.02698217,-0.15573193,-0.32862908,0.26644588,0.02988661,-0.44789445,-0.33935967,0.04686582,-0.40612012,0.18185446,0.10245619,-0.27763781,-0.42860600,-0.24365216,0.22448343,0.50313151,0.23011635,-0.39438489,0.11136948,0.25066888,-0.26282379,0.13470373,0.15172012,0.20214239,-0.28667849,0.22154033,0.15613759,-0.21584831,-0.25831971,-0.34485209,-0.06347965,0.16082814,-0.18358617,-0.19289245,0.48303258,-0.18926577,0.33682892,-0.09121750,0.24093035,0.04731287,0.06115692,0.37236139,-0.18965945,0.18083195,0.21561217,-0.26707065,0.20434314,0.20923530,0.17404333,0.08615880,0.41141120,0.22853984,-0.22860929,-0.37642270,-0.19941609,-0.22385435,0.20011316,0.59624243,-0.02040731,0.03106763,0.13617192,0.39760345,0.00032488,-0.03789044,0.24345431,0.00975714,0.13599369,-0.25710827,0.18917596,0.19046848,-0.17920667,0.21119608,0.27335930,0.15209265,-0.10267813
-0.10720273,-0.25853923,-0.02199705,-0.10576835,-0.08628570,0.18745229,-0.12222596,-0.02008203,-0.21450217,0.21493720,-0.00367168,0.11304082,0.19313404,-0.13707255,-0.03695385,0.10823674,0.02109099,-0.07095659,-0.12999460,-0.19250536,0.10933425,-0.00026143,-0.06376158,0.08508715,0.02079520,0.07781017,-0.01116436,0.16354910,-0.10840439,-0.05274693,0.11295877,0.08956435,0.05119513,-0.16287902,0.01002894,-0.08370181,0.23023967,-0.06461341,-0.09114600,0.11140581,-0.17137906,-0.20824152,-0.13068594,-0.02894644,-0.02376799,-0.11116742,0.05009570,0.06799831,-0.06587272,0.08259995,0.11647934,-0.06726274,0.07015592,-0.08899123,0.11857344,-0.05264781,-0.05537843,-0.00599214,-0.15449068,0.21689321,-0.00266127,-0.00376303,-0.30061716,-0.06237927,0.17796959,-0.19520912,-0.04347709,0.00074189,0.03202450,-0.00071697,-0.06805983,0.06564929,0.14891833,0.00870234,-0.04071768,-0.06852851,-0.18314865,0.00073602,-0.20471165,0.06104142,0.09151443,0.13899440,-0.01369378,-0.06803504,-0.06385976,-0.07781633,0.09035292,0.01946322,0.00811013,0.09461211,0.01209765,0.01167944,-0.07180478,0.31815246
-0.08639982,0.00738760,-0.00641650,-0.12814848,-0.14918381,0.04673298,0.23071586,-0.14230058,0.06935400,0.10048915,-0.10291708,0.00514164,-0.00846637,-0.09165361,0.03620864,0.06588890,-0.03880417,-0.10683750,-0.08831688,-0.07120829,0.13773249,-0.00262500,-0.00594392,0.02994229,0.05810637,-0.04037267,-0.06817658,0.04225900,-0.03162169,-0.00742768,0.01123521,-0.03233676,0.02299180,0.03934034,0.09474603,0.00328623,0.01460999,-0.06818713,-0.08382710,0.15262008,0.08996203,-0.10105523,-0.06251673,0.11500991,-0.10027152,-0.15789276,0.06632710,-0.05894756,0.04069600,0.13008553,-0.00244553,0.00637401,0.03829037,-0.21151875,0.10898677,-0.05877348,-0.09281959,0.02142367,-0.12626725,-0.15293890,-0.28782049,0.01641125,-0.15899371,-0.00800259,-0.00173306,-0.14318776,0.08225063,-0.04565784,0.03760412,-0.10554267,-0.12878086,0.15630166,0.01907672,0.04405291,-0.10764769,-0.00373511,0.16934283,0.05075807,-0.12104382,0.01947331,-0.16185789,0.00098451,0.06903302,-0.07272133,0.01337933,-0.03044229,-0.11346827,-0.01271851,-0.01937312,0.02790533,-0.22507547,0.01779377,-0.09210807,-0.18947065
0.05744639,-0.00705284,-0.06020715,-0.00197167,-0.07209142,0.12609111,-0.02351012,-0.10200445,0.01269747,0.08895250,-0.09311941,-0.13125525,0.06708632,-0.06298475,-0.06511356,0.13292271,-0.10825440,-0.13788453,-0.15423729,-0.04618877,0.09488109,-0.09403671,-0.11034443,0.00169861,0.20538977,0.03674884,-0.02484344,0.17071737,-0.07528095,-0.00515253,-0.01874634,0.00938072,0.13480078,-0.07764143,0.02580653,-0.12462484,-0.00551018,-0.10743549,-0.11846980,0.13538167,-0.09502100,-0.07850740,-0.01696865,0.02636647,0.00836566,-0.20588857,0.03396088,0.16357908,-0.01085177,0.13386282,0.06957347,0.00126702,0.12022898,-0.02351529,0.10331076,-0.10529571,-0.12596123,-0.11012392,-0.10195184,-0.03660560,0.01528261,-0.09878957,-0.14007552,-0.02797483,0.14488313,-0.04459140,0.06773306,0.02132783,-0.08085953,-0.08574052,-0.16903761,0.04651767,0.01611434,0.07242922,0.12454239,0.04348307,-0.24100852,-0.14716068,-0.06802206,0.05040484,-0.14624520,-0.03879049,0.15101594,-0.10273632,0.06062256,-0.00102218,-0.04139728,0.10178014,-0.04886857,0.10562007,-0.19833533,-0.09906341,-0.20936184,-0.24462533
