0.05361583,-0.03972586,0.01255916,0.11571842,-0.08515675
0.08543435,-0.11041336,0.16246141,-0.08457129,0.21816729
-0.26860079,0.04872534,-0.13978271,0.13993569,0.14646435
-0.11836001,0.06182439,-0.40148011,-0.00019401,0.02120886
0.12529612,-0.04700694,0.06747314,0.07529388,0.00159954
0.01022738,-0.03292549,-0.11848653,-0.05169064,0.13949911
-0.08567049,0.03458920,0.32353362,0.01942229,-0.43725345
0.02479262,0.00269890,0.03992083,-0.00507626,0.19420433
0.05094414,-0.04112487,-0.07816137,-0.01716814,0.18040219
0.00250123,-0.11319660,-0.15241681,0.01051247,0.19067079
0.03304618,-0.01868181,-0.14753915,0.05691260,0.30173302
-0.02559125,-0.02787193,-0.26622522,0.02441792,-0.02262024
-0.35415703,0.32395148,-0.03055022,0.19756214,-0.30023822
0.02995266,0.07329582,-0.05117411,-0.06775454,0.16137542
-0.11540209,0.05849198,-0.00604475,-0.09843700,0.06536748
-0.24921462,0.03570817,0.41774756,0.01244405,0.16117896
0.10033883,-0.02955273,-0.12331782,-0.03268135,0.12180592
0.06214553,-0.09280246,-0.14203733,-0.06634600,0.08820253
-0.10537824,0.02772877,0.10115729,-0.04872040,0.14491943
0.02695251,-0.03277864,-0.07256176,-0.08434355,0.21619368
-0.05087504,-0.10824274,-0.08360923,-0.11307803,0.14071149
0.02956184,0.01831416,-0.02525000,0.09306880,0.05799990
-0.03285903,0.00491287,-0.00652121,0.13022704,0.17648506
0.02420758,0.25369415,-0.06718083,0.13226832,-0.21806090
-0.00214021,0.15404798,-0.77990907,0.10859476,-0.18942229
0.06821227,0.00858146,-0.03491664,0.02909876,0.03907332
0.09259748,-0.27944404,-0.45571965,-0.28444177,0.17020771
0.15436515,0.03974033,-0.03865852,0.09576569,0.22600654
0.14890407,0.00743777,0.03628907,0.05217308,0.14300480
0.09035078,0.06982186,-0.06062550,-0.07014120,0.25210333
0.02575775,-0.02943772,0.02392375,0.08246976,0.12944247
-0.04717073,-0.09403156,-0.21050523,-0.11757556,-0.04803149
-0.06474888,-0.09846640,-0.11453928,0.07127944,0.07743635
0.04378060,0.02657650,0.00257580,-0.01503901,0.05213253
